hashtags/0,hashtags/1,hashtags/2,viewCount,commentsTurnedOff,channelUsername,title,commentsCount,text,comments,type,likes,url,subtitles,channelUrl
,,,1239262,FALSE,marksandspencer,M&S Party Food | M&S FOOD,2,"For all the best parties, it has to be M&S Party Food. Find in the Foodhall and online at Ocado.",,video,54,https://www.youtube.com/watch?v=MSCLU9FxDZs,,https://www.youtube.com/@marksandspencer
#M,#BritishSupermarkets,#RebeccaLouiseHauls,391,FALSE,Rebecca.Louise,Trying and Testing M&S Viral Box Mixes  | ARE THEY WORTH IT?,0,"✨ Hi guys welcome to my YouTube channel ✨

In today's video I’m bringing you a different video on new in M&S baking mixes. I’ve got a range of pre-made cake box mixes including their brownies, triple chocolate cookies and viral autumn cinnamon bun mix.

Were the mixes a hit or miss? Keep watching to find out

You can find the cake boxes mixes here:
Chocolate Brownies:
https://www.ocado.com/products/m-s-ch...

Triple Chocolate Cookies:
https://www.ocado.com/products/m-s-tr...

Cinnamon Buns:
https://www.ocado.com/products/m-s-si...

I hope you enjoyed this video. 

Don't forget to hit the like button, subscribe, and ring the notification bell for more videos like this . 

Thank you for watching, and I'll catch you in the next video! ✨ 

 For business inquiries: Feel free to reach out to me at rebecca.louise.yt@gmail.com. I can't wait to connect with you!


#M&SHaul #BritishSupermarkets #RebeccaLouiseHauls",,video,9,https://www.youtube.com/watch?v=c9yYgQMdMOY,,https://www.youtube.com/@Rebecca.Louise
,,,3101,FALSE,cookwithhads2610,M&S New Collection - Marks & Spencer New Arrivals - March 2025.,14,"Marks and Spencer  collection for women's is now out on my YouTube channel. Extravagant collection this time. Time to grab some. Hope you all like the walkthrough with me.
**************************************
#marksandspencer #womenscollection  #marksandspencerhaul 
 #shopvlogs  #womensfashions  #newcollection #fallcollection #marksandspencerhaul #marksandspencerclothing

M&S New Collection - Marks and Spencer New Arrivals - March  2025.


#marksandspencer


#clothinghaul


#marksandspencer #fashiontrends
#clothinghaul #womensfashion 


Step into the latest trends with our M&S
New Collection - March  2025 video,
where we explore the chic new arrivals
from Marks and Spencer for this season!
This collection perfectly captures the
essence of cozy sophistication,
timeless staples and seasonal favorites
designed to elevate your wardrobe.
From luxurinus knite and stulich coats 

Marks and Spencer is known for its
quality, and this collection lives up to its
reputation, combining fashion-forward
designs with reliable durability. If you're
shopping for wardrobe refreshes or
hunting for winter essentials, don't
miss our in-depth look at these new
arrivals, Like -the video if you're excited
about the collection, subscribe for more
updates on M&S trends, and comment
with your favorite pieces! Ready to take
on the season with elegance and ease?
Let's dive into M&S's March  2025 
collection together!



M&S New Collection - Marks and
Spencer New Arrivals - March 
2025.",,video,67,https://www.youtube.com/watch?v=Ha0LW9v0kRc,,https://www.youtube.com/@cookwithhads2610
,,,572244,FALSE,marksandspencer,M&S Food: Adventures in the Harvest TV Advert 2016,34,"Discover the hundreds of new food ideas on offer in-store and online at Marks and Spencer this Autumn.

Click here for new recipes and inspiration: http://www.marksandspencer.com/s/food... wine/adventures-in- food?extid=SM_yt_wow_p_adventuresintheharvest

From our TV adverts to recipes, inspiration or styling tips discover the M&S YouTube channel and subscribe! http://bit.ly/1Flkeqn

Facebook:   / marksandspencer   
Twitter:   / marksandspencer   
Instagram:   / marksandspencer   
Pinterest:   / marksandspencer   
Google+: https://plus.google.com/+marksandspencer",,video,795,https://www.youtube.com/watch?v=K24f3yoZPqc,,https://www.youtube.com/@marksandspencer
,,,187812,FALSE,marksandspencer,M&S FOOD | This is not just food... This is M&S Food,70,"This is not just food...This is delicious food that gets everyone around the table. For the whole family to enjoy. For 'Can I have seconds?'. This is M&S Food: http://po.st/MoreFoodHere


YouTube: http://po.st/msyoutube
Facebook: http://po.st/msfacebook
Twitter: http://po.st/mstwitter
Instagram: http://po.st/msinstagram",,video,558,https://www.youtube.com/watch?v=5lwMQYxm23U,,https://www.youtube.com/@marksandspencer
,,,842421,TRUE,marksandspencer,M&S Christmas Food | 2023 Christmas Advert,0,"✨TODAY’S THE DAY! Our Christmas Food AD is here, and say HELLO to Right & Left Mitten, also known as none other than Hollywood superstars Ryan Reynolds and Rob McElhenney!  Festive Fairy Dawn French  has waved her magic wand once again and brought these two new characters to life to bring mischief and fun as they experience an M&S Food Christmas for the FIRST TIME! Because... This is not just Christmas! 

Each week we’ll be posting the next instalment of our AD – so make sure you stay tuned!",,video,2500,https://www.youtube.com/watch?v=ZzJ2T_oa7q4,,https://www.youtube.com/@marksandspencer
#marksandspencer,#comeshopwithme,#whatsnewwednesday,21081,FALSE,itsemchannel,"*WHATS NEW* AT MARKS AND SPENCER / SUMMER CLOTHING, BAGS & SHOES ☀️",50,"Thanks for watching 
See you in the next one

Em xoxo

Contact Me:
EMAIL: itsemchannel@gmail.com

Follow Me:
INSTAGRAM: @itsemchannel
INSTAGRAM HOME ACCOUNT: @athomewiththemillards

Any items gifted will be shown in the description with a * 
All views/opinions are my own

#whatsnewwednesday #comeshopwithme #marksandspencer",,video,0,https://www.youtube.com/watch?v=J_4DAn5o6J4,,https://www.youtube.com/@itsemchannel
#MARKSANDSPENCER,#SHOPWITHME,#simonealana,3110,FALSE,SimoneAlana,Shop With Me at M&S Food Hall Marks and Spencer 7 Day Huge Food Haul Family of 5 | Back to Normal,55,"0:02 intro
1:02 shop with me and walkaround m&s Isle of Man
6:00 weekly m&s food haul for family of 5

 Other hauls    • GROCERY/FOOD HAULS & SHOP WITH ME  

In this video I take you to M&S on the Isle of Man. ""in April 2021 social distancing, mask wearing and all restrictions on gatherings have been removed"" but masks are compulsory in medical settings unless exempt. you can read more on this on the Isle of Man government website. So you won't see people distancing or  wearing a mask. 

 I take you down all of the aisles. Unfortunately my battery went and I couldnt do a voice over. then show you what I bought for 7 days of food for £117 but it has lasted longer than a week. . we got a lot food including sales items.  

☕If you enjoy or find any of my videos useful, please would you consider supporting my channel further by buying me a coffee below. You do not have to sign up for an account and there is the opportunity to get access to private videos!  Here is the link- https://www.buymeacoffee.com/y8zfCEw   Thank you so much!

My Music is from Epidemic Sound. They offer a free 30 day trial here https://www.epidemicsound.com/referra... and If you take out a subscription, I get one month free!

  Please subscribe to my channel!  Uploads are every Wednesday Fridays  and sometimes other times and days in the week. 

  Business enquires/collabs at simonealana77@gmail.com

 Follow me on Instagram 
        / themulticulturalfamily  


*FTC Disclaimer: THIS IS NOT A SPONSORED VIDEO. Any items shown or talked about in this video are not affiliated with my channel. The opinions I give are also my own. Some links are affiliate links but do not cost extra for you to purchase.

#simonealana #MSFOOD #PLANTKITCHEN #SHOPWITHME SHOP WITH ME june 2021 FOOD HAUL june 2021 WALKAROUND M&S CLOTHES #MarksandspencerPLANTBASEDRANGE #MARKSANDSPENCER FOOD MARKS AND SPENCER FOOD GROCERY HAUL 2021 out of lockdown  MARKS AND SPENCER WEEKLY SHOP GROCERY HAUL MARKS AND SPENCER SHOP WITH ME M&S Food Haul | Marks & Spencer Food Haul Inc Plant Kitchen Family of 6 7 DAY MEAL PLAN  Shop With Us at M&S Food Hall Marks and Spencer 7 Day Huge  Food Haul Family of 5 | Back to Normal M&S FOOD M&S WEEKLY SHOP MARKS AND SPENCER WEEKLY SHOP GROCERY HAUL MARKS AND SPENCER supermarket after social distancing has ended and no more mask wearing shopping normally back to normal",,video,90,https://www.youtube.com/watch?v=-KrSjFxspEs,,https://www.youtube.com/@SimoneAlana
,,,264213,FALSE,MandSArabia,M&S | Christmas Food ‘24,0,,,video,1,https://www.youtube.com/watch?v=kDrJRTlpJFE,,https://www.youtube.com/@MandSArabia
,,,2284,FALSE,InsideMS,Neil Harrison: from Graduate to Director of Home at M&S,1,A graduate programme at M&S can be the start of a very successful career. Find out more about Neil's story here.,,video,10,https://www.youtube.com/watch?v=nMV5iKBzZds,,https://www.youtube.com/@InsideMS
,,,14,FALSE,MyMarkLLC,MyMark - How Do I Market Myself: Break Free From Personal Branding Captivity,0,"For marketing success, focus your efforts on branding yourself first and your products second. For this and other articles by Brad Hess please visit http://www.mymark.com/blog. Brad Hess is CEO and Founder of MyMark. I made my mark with www.mymark.com providers of an integrated personal profile, blog, and home base for professionally branding you through social media, article marketing, blog marketing, press release marketing, video marketing and podcast marketing.",,video,0,https://www.youtube.com/watch?v=WhRSb0FNluM,,https://www.youtube.com/@MyMarkLLC
#type1,#Type1Diabetes,#T1D,951,FALSE,BreakthroughT1DUK,This is not just a line,1,"To everyone who lives with or cares for someone with #Type1Diabetes – we see you!  

This #DiabetesAwarenessWeek let’s tell the world what it takes to live with #type1. 

#T1D #WeAreOne",,video,0,https://www.youtube.com/watch?v=5jiVjAWnSRw,,https://www.youtube.com/@BreakthroughT1DUK
#studywithme,#aesthetic,#trending,41,FALSE,Asmaartworld,PTM Day vlog : school journey + marks reveal,3,"PTM Day vlog : school journey + marks reveal
. 
. 
.
. 


hey, 
this is Asma 
and.... 
In this video…
I’m taking you on a peaceful yet emotional journey to my school
☁️ Beautiful sky, quiet roads, soft views
 A little school tour, some campus moments
But the real thing?
It’s PTM day — and I’m revealing my marks
 Result + mummy’s reaction = real emotions!

Stay till the end — because this vlog has feelings, story & surprises
#PTMVlog #ResultReveal #AestheticJourney

Don’t forget to LIKE, SHARE & SUBSCRIBE!
Comment below if you’ve ever had a scary PTM too!

#PTMVlog #SchoolJourney #ResultReveal

Similar Titles:

PTM Day Vlog
My PTM Experience
Parent-Teacher Meeting Vlog
Going to PTM After Exams
PTM and Marks Reveal
Mummy’s Reaction to My Result
Full PTM Day Routine
Attending PTM with Mom
PTM Day Full Journey
PTM Result Reaction
My PTM Story
What Happened in PTM
Report Card Reveal Vlog
PTM Day Explained
Exam Result Reveal
PTM After Exams Vlog
Honest Result Reaction
PTM Day Emotions
Real PTM Vlog
How My PTM Went
School Journey on PTM Day
Going Back to School for PTM
School Tour + PTM Day
My School Campus + PTM
Student Life Vlog | PTM Day
Full Day at School + Result Reveal
How I Faced PTM
PTM Day Real Emotions
Vlog: School, PTM, Result
Morning to PTM Vlog
Peaceful School Vlog
Calm Day Turned into PTM Drama
Road to School Vlog
My School Journey Vlog
Aesthetic School Vlog
Going to School After Exams
A Day in My Life - PTM Special
School + PTM = Mixed Emotions
My Exam Result Experience
Parent Reaction to Marks
PTM Day Routine Vlog
Emotional PTM Day
Student Vlog - PTM + School
Facing PTM with My Parents
Result Day Reality
PTM Reaction Vlog
School Views + PTM Reality
Walking to School + PTM Story
My Result, My Story
Result Reveal with Emotions
PTM Special Video
Result Reaction in School
PTM Day Stress
Facing PTM After Exams
PTM Mein Kya Hua
PTM Reaction with Parents
Result Day with My Mom
PTM Result Reveal Hindi
PTM School Journey Hindi
PTM Vlog Urdu Hindi Mix
Aesthetic PTM Day
Marks Reveal Day
Emotional School Day
My PTM Ka Sach
My Truth at PTM
PTM Reactions You’ll Relate To
Parent Teacher Meeting Day
How My PTM Went Down
Vlog: From Home to PTM
My School, My Marks
My Report Card Day
PTM Day with Full Journey
Result + School + Mummy
Vlog Before & After PTM
My Life as a Student on PTM
PTM Vlog with Real Feelings
Relatable PTM Experience
PTM Moments You Must See
Full Day Routine Before PTM
How It Feels Before PTM
PTM Day POV
When Marks Are Revealed
Result Reaction in Real Life
Student Life on PTM Day
PTM + School = Story Time
Story of My Result Day
PTM Vlog Aesthetic
Result Vlog with School Tour
What PTM Feels Like
Day in My Life: PTM & Results
Every Student Before PTM
PTM + Mummy Reaction Vlog
My Honest PTM Experience
What Teachers Said in PTM
Before & After Result Reaction
PTM Day Recap
Vlog with Me on PTM
Result Reveal to


#minivlog #study #vlog #studywithme #trending #craft #diy #batch2024 #aesthetic #trendingshorts",,video,5,https://www.youtube.com/watch?v=F35M_XObftU,,https://www.youtube.com/@Asmaartworld
#ssccgl2024,#ssccgl,#ssc,3235,FALSE,aryansingraur,SSC CGL 2024 : My Marks| ***/390 | My Mistakes | SSC CGL 2025,30,"SSC CGL 2024 : My Marks| ***/390 | My Mistakes | SSC CGL 2025

#ssccgl #ssccgl2024  #ssc #ssccgl2025
Any Query Contact Me


Instagram:-https://www.instagram.com/_iaryansing...

Username :- iaryansingh


Mail :- aryan75all@gmail.com

Copyright Disclaimer under section 107 of the Copyright Act 1976, allowance is made for “fair use” for purposes such as criticism, comment, news reporting, teaching, scholarship, education and research.









Ssc cgl 2024
Ssc cgl 2025
Ssc cgl my marks
Ssc cgl my marks 2025
Ssc cgl my marks 2024
Ssc cgl mains 2024 my score
Ssc cgl my score
Ssc cgl mains 2024
Ssc cgl my score card
Cgl 2024 my scorecard
Ssc fever


Fair use is a use permitted by copyright statute that might otherwise be infringing",,video,46,https://www.youtube.com/watch?v=6I0eedtJFec,,https://www.youtube.com/@aryansingraur
,,,3568,FALSE,Dr.Asymmetrical,How I improved my marks from 9/180 to 160+/180 in NEET Physics | Physics strategy NEET 2025 #neet,27,"Hello everyone, welcome to Dr.Asymmetrical hope you guys are doing well with your neet prepration. My motive to make videos to provide you the best gudiance related to neet exam and other. 

Acutally I am a ""PW"" student and I know what problem a student face in their neet journey because I also faced it so I know how to Overcome it.

Agr itna sab read ker liya... to ab subscribe bhi ker lo.

Because ye channel apko other channels ki tarah fake information nhi provide karega. You will get genuine content and you can improve yourself that is my guarantee.

Thank you so much for reading ...



study vlog 
study with me 
neet study vlog 
Yakeen Plus study vlog 
Yakeen Plus test score 
Yakeen Plus review 
neet vlogs
yakeen study vlog 
PW study vlog channel 
yakeen 2.0 study vlog 
neet 2024 study vlog 
neet 2025 study vlog 
neet vlog
productive day in life of neet aspirant 
a day in life of neet aspirants 
life of neet aspirants 
medico
medical study vlog 
my medical study vlog 
unpredictable journey 
infinite journey 
mbbs motivation 
mbbs study vlog 
dropper study vlog 
jee mains result 
neet result 
reneet study vlog 
reneet preparation 
reneet
supreme court decision about neet 
jee study vlog 
upsc aspirants study vlog 
nta latest news 
neet latest news 
neet aspirants study vlog 
alakh sir motivation 
Mr sir physics med easy 
physics revision 
mbbs study vlog 
private medical colleges cut off 
government medical College cut off 
gmc cut off 
high cut off for neet aspirants 
neet 2024 scam 
neet news
viral 
daily study vlog 
daily vlog
new vlog
daily life vlog
Revealing My First AITS marks!! Test with camera and microphone on!!#study #studyvlog#neet#neet2025
#neet2024 #motivation #neetvlogs #neetcoaching #medicalstudent #exam #neetaspirents #organicchemistryforneet #marks #study #alakh_sir_motivation #alakhpandey #aiims #aiimsdelhi #new #neet #neetstudyvlogpw #neetstrategy #neetscorecard #neetstudytips #studyroutine #studytips #studymotivation #studywithme #studywithmeindia #studywithmelive #studywithmepomodoro #expectedcutoff #exampur #fundatube #physicswallah #productivity #productivedayinmylife #pw_fabtube #pwmotivation #pw #pw_motivation #medicalstudent #medicalentranceexampreparation #medicalcollegedream #mrsirphysicswallah #medico #mbbs #mbbsmotivation #mbbsstudent #mbbsabroad #productivity #adayinthelifeofaneetaspirant #adayinmylife #govermentcollege #privatemedicalcollegefees #symbiosispune #students #studentlife #neet2025 #neet2025preparation #yakeenianphysicswallah",,video,124,https://www.youtube.com/watch?v=x-47k4dvMxQ,,https://www.youtube.com/@Dr.Asymmetrical
,,,118,FALSE,ChortleGonnaDraw,Temporal Tamperings || Casting Call Results,5,"It's finally here! Hopefully the April Fools video didn't kill the interest in this project haha-

Jabari's links:
Youtube:    / @sobers8105   

Cammy's links:
Bluesky: https://bsky.app/profile/grimcammyva.... 

Gondolem's links:
Casting Call Club: https://www.castingcall.club/gondolem... 
Twitch:   / komododile   

Yean's links:
https://open.spotify.com/artist/6VjKR... 

All Temporal Tamperings related content will self-destruct at the end of year when I hand in my work and will be re-uploaded after the return of my results from my school.

Transcript:
Thank you for watching- what you have just seen is the casting results for the Casting Call I set up not too long ago.
The character Emil is portrayed by Jabari, and the character of Jonah by Cammy.
The interviewer was kindly voiced by Gondolem, and the absolutely fantastic score playing in the background right now (as well as any future music TempTamp may need) is all the work of Yean.
Everyone's relevant socials have been shown on screen and all links will be found in the description below.
I would like to thank all of you who played your part in making this project possible- either by auditioning yourself, sharing the project around or just viewing the Casting Call announcement here on YouTube (which I have now taken down to avoid confusion on whether or not auditions are still open). 
This project blew up, way more than I ever expected it to- I mean 67 auditions is crazy, I thought I’d need to have this thing open until June to find people. Not only that- but over 30k views, 4k likes and an additional 500 subscribers from the casting call video alone is frankly insane.
That being said, it does mean I had to say no to a lot of people over on casting call- which really saddened me. I truly wish I could have brought you all on to the project- given you each a role to play- but that’s unrealistic. To everyone watching who auditioned and didn’t get the part I would like to thank you for your consideration of my project- and I encourage you to keep going!
Voice acting is one of the greatest joys of my life, and I would love for more people to share in that joy. Keep an eye out on casting call club for other’s projects that may need you- and keep an eye out for any future casting calls I may do- cus this is most certainly not the last project I plan to make that’d need voices.
As for the future of TempTamp- since this is a school project you can expect the teaser trailer for the comic at some point near the end of this year once I’ve gotten my marks back
As for the comic itself- well you’ll just need to wait and see for the release date once the trailer comes out.",,video,13,https://www.youtube.com/watch?v=SARgMaUjPA8,,https://www.youtube.com/@ChortleGonnaDraw
#biharexams,#BiharTeacher,#biharstet,6109,FALSE,anjalikashyap_vlogg,MY EXAM EXPERIENCE  | Exam center | बिहार शिक्षक भर्ती 2023 | MY MARKS,52,"Bihar teacher exam date | Bihar Teacher exam date out | Bihar Teacher admit card | BPSC TEACHER ADMIT CARD | BPSC TEACHER EXAM DATE | STREE WORLD VLOG | fagr SUPERTET 2023 | Teacher Vacancy in Bihar | bpsc, Bihar 7th Phase 2023 |BIHAR TEACHER VACANCY 2023 | BIHAR 7th PHASE Exam Date 2023 | stree world | Bihar Teacher News | Bihar Teacher Niyojan Latest News | Bihar Teacher Vacancy 2023 Latest News | Bihar Teacher Salary |Bihar 7th Phase Syllabus Out 2023 | bpsc teacher eligibility criteria | bpsc teacher syllabus out |Bihar Teacher 7th Phase Latest News | stree world vlog IBPSC Teacher Syllabus In Hindi 2023 | Bihar Teacher BPSC Syllabus 2023 | Bihar Teacher Syllabus | BPSC Teacher Syllabus In Hindi | BPSC Teacher Vacancy Books | BPSC Teacher Syllabus in Hindi | Bihar 7th Phase Syllabus Latest News | Bihar Teacher Vacancy | #BiharTeacher7thPhase #BiharTeacher #BiharTeacherNews #biharexams #biharstet #teachingexams #biharsupertet #streeworldvlog #biharsupertet2023 #bihar7thphase #bihar7thphaseteachervacancy #biharbpsc #biharshikshak #biharteacher #biharexams #bihartet #biharshikshakbharti2023 #biharteachervacancy",,video,179,https://www.youtube.com/watch?v=mphhnojKIys,,https://www.youtube.com/@anjalikashyap_vlogg
,,,1282,FALSE,academicvitamins8474,My marks in SSC CGL 2024 PRE Answer key #cgl #ssc,22,,,video,26,https://www.youtube.com/watch?v=GUWztf4V6F8,,https://www.youtube.com/@academicvitamins8474
#12thfailmovie,#tnpscaspirants,#tnpsc,2338,FALSE,TNPSCCENTRAL,MY TNPSC GROUP 1 JOURNEY |DISCLOSING MY MARKS AND RANK|SHARING MY EXPERIENCE |TNPSC CENTRAL,21,"MY TNPSC GROUP 1 JOURNEY |DISCLOSING MY MARKS AND RANK|SHARING MY EXPERIENCE |TNPSC CENTRAL

#group1tnpsc2023 #group1group1 #group1group2 #group1tnpscpreparation #group1youthpaper #tnpsc #tnpscannualplanner2024 #tnpscgroup1 #tnpscgroup1motivation #tnpscgroup1motivationintamil #tnpscgroup1motivationalspeechintamil #tnpscgroup1mainsmotivation #tnpscg2mains #tnpscofficer #group1services #group1servicestnpsc #group1civilservicesexam #tnpscrelaxtime #tnpscofficerofficial #tnpscbeginnersguideintamil #tnpscbeginners #tnpscpreparetipsintamil #tnpscprepare #tnpschowtoprepareintamil #howtopreparetnpscexam #howtopreparetnpscgeneralstudies #howtopreparetnpscgroup1 #tnpscexampreparetipsintamil #howtopreparetnpsccurrentaffairs #tnpscaspirantsdailyschedule #tnpscaspirantslife #tnpscaspirantsmotivation #tnpscaspirantschannel #tnpscaspirants #tnpscaspirantvlog #tnpscaspirantsstudyvlogintamil #tnpscaspirantstudyvlog #12thfailmovie #12thfailmoviereaction #12thfailtamil
#tnpsccentral",,video,99,https://www.youtube.com/watch?v=FIxV5HB0bis,,https://www.youtube.com/@TNPSCCENTRAL
,,,524,FALSE,vadhwaniricha0,Which Mock test I purchased for SBI Clerk 2025 | My marks in first Mock test of SBI Clerk Pre| #sbi,2,"Hello friends! 
In this video we will talk about which Mock test I purchased for SBI Clerk 2025.I have also shared my marks in first Mock test of SBI Clerk Pre 2025.
#sbi #bankjobs #exam #mocktest",,video,7,https://www.youtube.com/watch?v=8OY5beZDBlg,,https://www.youtube.com/@vadhwaniricha0
#youtubevideo,#ssccgl2024,#ssc,3154,FALSE,nitinshukla4877,Ssc Cgl Final Marks out | My Marks | 350 ?,56,"Ssc Cgl Final Marks out | My Marks | 350 ? 

#ssc #ssccgl #cgl2024 #ssccgl2024 #youtube #youtubevideo

ssc cgl final answer key 2024
ssc cgl final answer key 2024 how to check
 ssc cgl final answer key wrong question
ssc cgl final answer key
 ssc cgl mains final answer key
 ssc cgl mains final answer key 2024
ssc cgl tier 2 final answer key 2024
 ssc cgl answer key 2024
 ssc cgl answer key 2024 kab aayega
 ssc cgl answer key 2024 link
ssc cgl answer key 2024 how to check
 ssc cgl answer key link
 ssc cgl answer key 2024 live
ssc cgl final marks, ssc cgl final marks 2024
ssc cgl exam marks


#ssccglfinalanswerkey2024 #ssccglfinalanswerkeywrongquestion #ssccglfinalanswerkey #ssccglmainsfinalanswerkey #ssccglmainsfinalanswerkey2024 #ssccglmainsfinalanswerkey2024 #ssccgltier2finalanswerkey2024 #ssccglanswerkey2024 #ssccglanswerkey2024kabaayega #ssccglanswerkey2024link #ssccglanswerkey2024howtocheck #ssccglanswerkeylink #ssccglanswerkey2024live #ssccglfinalmarkscalculation #ssccglfinalmarks2024 #ssccglfinalmarks2023 #ssccglfinalmarks #ssccglexammarkspattern #ssccglexammarks #ssccglexamqualifyingmarks #ssccglexamqualifyingmarks #ssccglexampassingmarks",,video,51,https://www.youtube.com/watch?v=8anYEsIMwnQ,,https://www.youtube.com/@nitinshukla4877
,,,442,FALSE,jmpkaladka,My marks in SSC CGL Mains 55/75 || SSC CGL score card  || SSC CGL mains final Answer key #ssccgl,4,"Telegram Channel- https://t.me/jmpkaladka











ssc cgl 2025,ssc cgl mains safe score 2025,ssc cgl 2025 strategy,ssc cgl 2025 preparation,ssc cgl mains,ssc cgl 2025 vacancy,ssc cgl mains raw marks 2025,ssc cgl mains 2024 safe score,ssc cgl safe score 2025 tier 2,ssc cgl tier 2 safe score 2025,ssc cgl tier 2 cut off 2025,ssc cgl mains 2024 marksssc cgl 2025,ssc cgl 2025 gk gs,ssc chsl 2025,ssc cgl 2025 preparation‪@AnandTripathi9091‬  cgl 2025 vacancy,ssc cgl 2025 batch,ssc chsl 2025 gk gs,ssc cgl gk gs classes 2025,ssc chsl 2025 batch,ssc cgl foundation batch 2025,ssc cgl 2025 practice set,ssc chsl 2025 preparation,ssc foundation batch 2025,ssc cgl 2025 gk gs class,ssc cgl 2025 important question,cgl 2025,ssc 2025,ssc cgl 2025 strategy,current gk 2025,ssc chgl 2025,ssc cgl mains 2025‪@jmpkaladka‬ ‪@DRshorts‬ ‪@SSCMAKER‬ jmpkaladka ‪@khangsresearchcentre1685‬ ‪@ABHINAYMATHS‬ ‪@AdityaRanjanTalks‬ ‪@rankersgurukullive‬",,video,20,https://www.youtube.com/watch?v=9XRWD3b0JZQ,,https://www.youtube.com/@jmpkaladka
,,,8536,FALSE,PaintedPaperStudio,Mixed Media Art Party with Jackie & Jackie Part 1,233,"Mixed Media Art Party with Jackie & Jackie
Be sure to watch tomorrow's video, Part 2 of the Mixed Media Art Party here:    • Mixed Media Art Party with Jackie & J...  

⭐ Sign up and get the entire Free Gel Plate Video Course ⭐
https://painted-paper-studio.kit.com/...
When you do, you’ll also get ALL the free resources I offer in my Painted Paper Studio - Confident Creative Collective community. This includes notifications of events, workshops, and new works in one place.  
_____________________


Are you missing out on Jackie Schomburg’s email list?

Jackie Schomburg's Email List + FREE Grid Journaling Made Easy Guide:
Sign up and get the Free Grid Journaling Made Easy Guide
https://www.braveartplayground.com/grid

This free guide includes creativity guidelines for when, how, and why grid journaling is an ideal tool for creative play, a detailed ""cheat sheet"" of my own personal process, and three ready-to-use grid template worksheets to jumpstart your art.


We Need Your Art: https://amzn.to/3H20Haj

2024 100 Days of Simple Collage Playlist:    • 100 Day Project: Not-So-Obvious Thing...  

2025: 100 Days of Tiny Abstracts:    • 100 Days of Tiny Abstract Art | My 10...  

Use plants to make abstract collage paper with a gelli plate    • Use plants to make abstract collage p...  

Artwork Archive https://www.artworkarchive.com/?ref=e...

Beautiful Oops https://www.amazon.com/Beautiful-Oops...

_____________________


⭐It’s not too late - You Can Still Get VIP Access to the  Mastering Mixed Media Expo ⭐

Join 35+ Mixed Media Artists and me in this incredibly diverse creative event. If you have any interest in mixed media art - this is the event for you!

Learn more and sign-up here: https://www.willowing.org/mastering-m...



_____________________


☕️ Buy me a cup of coffee? ☕️

If you've enjoyed this video and would like to support this channel, you can buy me a coffee, and I'll think you're an angel!  

https://www.buymeacoffee.com/paintedp...   

_____________________


Supplies for this session 



Soft Rubber Brayers https://www.jdoqocy.com/click-1012498...

Dick Blick Fluid Acrylic - Teal
https://www.dpbolvw.net/click-1012498...

Golden Fluid Acrylics - Payne's Gray https://www.dpbolvw.net/click-1012498...

Golden High Flow Acrylics - Light Pthalto Blue https://www.tkqlhce.com/click-1012498...


Golden Fluid Acrylics - Titan Buff https://www.jdoqocy.com/click-1012498...


Silicone Paint Shapers https://www.kqzyfj.com/click-10124986...

Medical Exam Table Paper- Crepe style (Large Rolls) - Exact one I use
https://amzn.to/3vnBstG

Wet Strength Tissue Paper 
https://amzn.to/3Tks3Mr


The links listed above are/may be Amazon affiliate links or other affiliate links to supplies that I actually use. I may receive a small commission on purchases made using these links, but please be assured that purchasing supplies through these links will not incur any additional costs for you; it simply helps support my channel. 

 I genuinely appreciate your support! 

_____________________


NOTE: YouTube is now dubbing my video in several languages - please let me know if you are seeing or hearing this and how it’s working for you.",,video,690,https://www.youtube.com/watch?v=oXZZxafV_N0,,https://www.youtube.com/@PaintedPaperStudio
,,,15431,FALSE,ProjectMumx,MARKS AND SPENCER SALES HAUL | M&S Clothing Try on Haul January 2025,29,"MARKS AND SPENCER SALES HAUL | M&S Clothing Try on Haul January 2025

(this is not a sponsored video)

 We are back with a Marks and Spencer's clothing haul, which is quickly becoming a favourite for this channel. M&S clothing is completely underrated and I cant wait to show you what I picked up.

affiliate links below:

Trainers: 
https://shopstyle.it/l/cllxW

Navy Polka Dot Dress (Sold at M&S but available at John Lewis):
https://shopstyle.it/l/cllwv 

Mini skirt:
https://www.marksandspencer.com/check...

Green dress (Sold out-similar):
https://shopstyle.it/l/cllve

Grey Jeans:
https://www.marksandspencer.com/mid-r...

Maxi Beige Skirt:
https://shopstyle.it/l/cllxm

Black skinny jeans:
https://shopstyle.it/l/cllwb

Other items mentioned:

Satin Shirt: 
https://shopstyle.it/l/cllxx

Cardigan- Sold Out
Brown Coat - Sold Out
Pearl Bag- Sold Out

*please note this video is not sponsored but some items have previously been gifted.




Emily xx
instagram: @projectmumx

projectmumyt@gmail.com",,video,470,https://www.youtube.com/watch?v=I6p40qj0l3M,,https://www.youtube.com/@ProjectMumx
